,PI,NOME_COLOQUIAL,UF
16338,190022339,CLORIDRATO MEMANTINA 10 MG COMPRIMIDO REVESTIDO (C1),TABLETE
16351,190013552,FUMARATO QUETIAPINA 25 MG COMPRIMIDO REVESTIDO (C1),TABLETE
16357,190020467,LAMPADA,UNIDADE
16360,190020469,SELO,CONJUNTO
16362,190000919,VITAMINA C (ÁCIDO ASCÓRBICO) SOLUÇÃO INJETÁVEL 500MG (100MG/ML) AMPOLA 5ML (IV),AMPOLA
16369,190021965,JUNTA,UNIDADE
16381,190014531,JAQUETÃO AZUL COMP FEM CURTO (PANAMÁ) 38,UNIDADE
16388,190021658,TRANSDUTOR CORRENTE TENSAO,UNIDADE
16389,190021939,RELE TEMPO ELETRONICO,UNIDADE
16390,190021940,RELE TEMPO ELETRONICO,UNIDADE
16391,190017762,INSÍGNIA GOLA DIST SO-MC,UNIDADE
16394,190017764,INSÍGNIA GOLA DIST SO-MR,UNIDADE
16399,190018499,PALMILHA TÉRMICA 43,PAR
16402,190015267,INSÍGNIA BRAÇO VERDE-MUSGO 3SG-AV,PAR
16405,190016630,INSÍGNIA BRAÇO BEGE 3SG-AV,PAR
16406,190022476,RELE TEMPO,UNIDADE
16415,190013093,ANASTROZOL 1 MG COMPRIMIDO REVESTIDO,TABLETE
16428,190023061,"CUNHA DE MADEIRA (2"" X 4"" X 12"")",UNIDADE
16436,190019824,CHAVE REVERSORA,UNIDADE
16438,190020511,CALÇA FEM CINZA 40 (100%POL),UNIDADE
16439,190008008,BANDEIRA FOXTROT TIPO 2,UNIDADE
16442,190023211,BERMUDA BEGE EFOMM 36,UNIDADE
16443,190023213,BERMUDA BEGE EFOMM 40,UNIDADE
16444,190022017,GRM EXP PIM OUTDOOR,UNIDADE
16445,190022018,GRM EXP PO INÓCUO OUTDOOR,UNIDADE
16449,190021859,CLORIDRATO TRAMADOL 50 MG/ML SOLUCAO INJETAVEL AMP 1 ML (A2),AMPOLA
16457,190023719,AUTOMOVEL PARA SERVICO - 4 PORTAS,UNIDADE
16470,190023273,MACACÃO CAQUI 46,UNIDADE
16471,190011358,MAIO PRETO P,UNIDADE
16476,190022589,TUBO CILINDRO 2,UNIDADE
16477,190022345,MANILHA RETA (34 MM),UNIDADE
16479,190023067,"CUNHA DE MADEIRA (4"" X 4"" X 6"")",UNIDADE
16483,190023062,"ESCORA DE AÇO TUBULAR (1,80 A 2,90 M)",UNIDADE
16485,190023204,BENZILPENICILINA POTÁSSICA CRISTALINA 5.000.000 UI - SOLUÇÃO  INJETÁVEL,FRASCO
16491,190020691,MOLA,UNIDADE
16492,190020725,TRANSFORMADOR FORÇA,UNIDADE
16500,190022032,EZETIMIBA 10 MG E SINVASTATINA 20 MG COMPRIMIDO,TABLETE
16510,190021601,CRD DET,CENTIMETRO
16523,190018005,SAPATO FEM PRETO S/MEDIO 41,PAR
16525,190014370,JAQUETÃO AZUL MÉDIO 60 E CALÇA,UNIDADE
16528,190023219,BERMUDA BEGE EFOMM 52,UNIDADE
16529,190023220,BERMUDA FEM BEGE EFOMM 36 (100%POL),UNIDADE
16530,190023221,BERMUDA FEM BEGE EFOMM 38 (100%POL),UNIDADE
16532,190023222,BERMUDA FEM BEGE EFOMM 40 (100%POL),UNIDADE
16533,190023223,BERMUDA FEM BEGE EFOMM 42 (100%POL),UNIDADE
16534,190023225,BERMUDA FEM BEGE EFOMM 46 (100%POL),UNIDADE
16535,190023226,BERMUDA FEM BEGE EFOMM 48 (100%POL),UNIDADE
16536,190023227,BERMUDA FEM BEGE EFOMM 50 (100%POL),UNIDADE
16537,190022035,ADENOSINA SOLUÇÃO INJETÁVEL 3MG/ML -  AMPOLA 2ML,AMPOLA
16541,190023718,CARRO TRANSPORTE PRESOS,UNIDADE
16542,190022927,ANEL,UNIDADE
16549,190023733,FUSIVEL,UNIDADE
16550,190022989,CITALOPRAM 20 MG COMPRIMIDO REVESTIDO (C1),TABLETE
16568,190021473,EPL C-8,UNIDADE
16572,190021477,CART 18.6 MM IMP PL,UNIDADE
16574,190019116,TINTA EPOXI POLIAMINA ROSA,GALAO
16578,190020047,MATRIZ DIODO,UNIDADE
16580,190017095,INSÍGNIA OMBRO PLATINA SO-AD,PAR
16584,190016483,INSÍGNIA BRAÇO CINZA 2SG-AM,PAR
16587,190017256,INSÍGNIA OMBRO PLATINA 2A-NÁUTICA,PAR
16589,190017898,INSÍGNIA OMBRO PLATINA 2T-IM,PAR
16593,190017675,TECIDO 100% POLIÉSTER CINZA CLARO,METRO
16603,190019926,CAL SODADA,QUILOGRAMA
16610,190023295,CAMINHAO PESADO ISOTERMICO C/EQ GERADOR DE FRIO,UNIDADE
16612,190023297,AUTOMOVEL ESPECIAL TIPO 03 PARA ODS,UNIDADE
16615,190022891,CAIXA DE AÇO (300 X 300 X 125 X 6 MM),UNIDADE
16616,190000940,CLORIDRATO DE METOCLOPRAMIDA COMPRIMIDO 10MG,TABLETE
16629,190023040,SIN 5 STLA BRNC.,UNIDADE
16632,190022368,SELO MECANICO,UNIDADE
16634,190023224,BERMUDA FEM BEGE EFOMM 44 (100%POL),UNIDADE
16635,190022483,ALARME SONORO,UNIDADE
16636,190021547,EPIM,CENTIMETRO
16642,190018924,PRIMER EPOXI VERMELHA,BALDE
16677,190000944,DIMETICONA SOLUÇÃO ORAL 750MG (75MG/ML) FRASCO CONTA-GOTAS 10ML,FRASCO
16695,190023679,VEDA JUNTA,BISNAGA
16697,001491593,GRAXA MANCAL,LATA
16698,190012308,BLUSA BRANCA M/M S/PASS (BOLSO RETO) 48,UNIDADE
16699,190017831,CONJUNTO ESPORTIVO MB PR M,UNIDADE
16703,190017366,CALÇA FEM AZUL-FERRETE (PANAMÁ) 38,UNIDADE
16706,190017367,CALÇA FEM AZUL-FERRETE (PANAMÁ) 40,UNIDADE
16709,190017368,CALÇA FEM AZUL-FERRETE (PANAMÁ) 42,UNIDADE
16712,190017371,LENÇO DE MARINHEIRO,UNIDADE
16760,190022508,FUSIVEL VIDRO,UNIDADE
16770,190022773,JAQUETA COLETE SALVA-VIDAS CONVOO AZUL PEQUENA,UNIDADE
16772,190010418,AZITROMICINA 500 MG COMPRIMIDO REVESTIDO,TABLETE
16786,190018350,SAIA CINZA 36,UNIDADE
16790,190018351,SAIA CINZA 38,UNIDADE
16793,190018353,SAIA CINZA 42,UNIDADE
16798,190018354,SAIA CINZA 44,UNIDADE
16803,190018356,SAIA CINZA 46,UNIDADE
16808,190018357,SAIA CINZA 50,UNIDADE
16830,190022444,OLEO LUBRIFICANTE COMPRESSOR AR,BALDE
16848,190022427,JUNTA,UNIDADE
16849,190021376,AMORTECEDOR,UNIDADE
16855,190020248,MOSQUETÃO SIMPLES TALIM,UNIDADE
16859,190019093,GORRO BEGE 57 (100%POL),UNIDADE
16860,190019561,CONTATOR POTENCIA,UNIDADE
16861,190018490,BANDEJA PARA ROLO 230MM,UNIDADE
16862,190026017,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
16865,190018515,BOTÃO GRANDE PRATEADO,UNIDADE
16866,190020851,IBUPROFENO SUSPENSÃO ORAL 50MG/ML (5MG/GOTA) FRASCO CONTA-GOTAS 30ML (VO),FRASCO
16867,190017992,PASSADOR P/ CADARÇO 40MM TALIM,UNIDADE
16870,190017783,SAPATO PRETO COM CADARÇO 49,PAR
16874,190018333,DÓLMÃ PARA SERVIR M/M 54,UNIDADE
16877,190018335,GORRO CINZA 57 (100%POL),UNIDADE
16878,190017809,CONJUNTO ESPORTIVO MB OF G,UNIDADE
16881,190017750,INSÍGNIA OMBRO AGASALHO AZUL SO-CP,PAR
16882,190012705,GANDOLA BRANCA 6 (100%POL),UNIDADE
16883,190018955,"TRINCHA CERDAS GRIS BITOLA 4 POL (101,6 MM)",UNIDADE
16889,190018950,JUNTA,UNIDADE
16890,190018952,GAXETA,UNIDADE
16891,190018959,ANEL DESGASTE CORPO,UNIDADE
16892,190020402,FARINHEIRA TIPO 1,UNIDADE
16893,190026103,"DETERGENTE ENZIMATICO, NAO IONICO CONTENDO, NO MINIMO, AS ENZIMAS LIPASE, AMILASE, PROTEASE. DILUICAO DE, NO MAXIMO, 0,5%. TEMPO OTIMO DE ACAO DE 5 MINUTOS, PARA LIMPEZA MANUAL E CUBA ULTRASSONICA, PH NEUTRO, BIODEGRADAVEL.",LITRO
16897,190018916,TINTA POLLIURETANO ALIFATICO BRANCA,GALAO
16912,190014317,BONÉ FEM BRANCO EFOMM 61,UNIDADE
16913,190018240,BONÉ BRANCO ALTE ESQ 52,UNIDADE
16915,190018242,BONÉ BRANCO EFOMM 52,UNIDADE
16917,190018243,BONÉ BRANCO OF GM ASP 52,UNIDADE
16919,190018244,BONÉ BRANCO OF SUP 52,UNIDADE
16921,190018246,BONÉ BRANCO SG 52,UNIDADE
16923,190018247,BONÉ BRANCO SO 52,UNIDADE
16925,190018249,INSÍGNIA OMBRO AGASALHO AZUL VA-MD,PAR
16926,190018252,INSÍGNIA OMBRO AGASALHO AZUL SO-MO,PAR
16927,190018253,INSÍGNIA OMBRO AGASALHO AZUL SO-EP,PAR
16928,190019547,TINTA ALQUIDICA BRANCA,GALAO
16961,011251420,"FIO SUTURA, MATERIAL POLIPROPILENO, TIPO FIO 0, COM AGULHA 1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA 25 A 26MM.",UNIDADE
16962,001767969,"SUTURA CIRÚRGICA SINTÉTICA TINGIDA ESTÉRIL NAO ABSORVÍVEL MONOFILAMENTAR NYLON 5.0,  45 CM,  AG 3/8 CIRC TRIANGULAR 1.9 A 2,0 CM.",UNIDADE
16967,190018022,INSÍGNIA OMBRO AGASALHO AZUL CMG-FN,PAR
16968,190018105,OLEO LUBRIFICANTE MOTOR,TAMBOR
16988,190018195,POLAINA BRANCA,PAR
16991,190017978,INSÍGNIA OMBRO AGASALHO AZUL CT-CN,PAR
16992,190017980,"MISTURADOR ENTRE LINHA ESPUMA MECÂNICA (2 1/2"") ROSCA",UNIDADE
16994,190019323,ANEL CONEXAO,UNIDADE
16996,190019324,ANEL,UNIDADE
16998,190019325,ANEL O,UNIDADE
17000,190019326,ANEL RETENCAO,UNIDADE
17002,190019327,ANEL O,UNIDADE
17004,190019334,CILINDRO ATUADOR LINEAR,UNIDADE
17005,190019335,MOLA HELICOIDAL,UNIDADE
17006,190019336,MOLA EXTENSORA,UNIDADE
17007,190019337,CONJUNTO LONA FREIO,UNIDADE
17008,190019338,ANEL DESGASTE FLANGEADO,UNIDADE
17009,190019584,DISJUNTOR,UNIDADE
17011,190019585,DISJUNTOR,UNIDADE
17013,190018451,ILHÓS PARA TALIM,UNIDADE
17014,190019351,MANCAL,UNIDADE
17016,190019352,MANCAL,UNIDADE
17018,190019354,VISOR INDICADOR NIVEL,UNIDADE
17020,BR3031467,CONTATOR,UNIDADE
17021,190020457,ESPARGIDOR DE AEROSSOL C/ AG PIM PEQUENO,UNIDADE
17033,190017981,PASSADOR P/ CADARÇO 20MM TALIM,UNIDADE
17036,190017264,INSÍGNIA OMBRO PLATINA 1T-S SM-CONV,PAR
17039,190017270,INSÍGNIA GOLA DIST QT-CONV,UNIDADE
17044,190017271,INSÍGNIA OMBRO PLATINA GM-QT CONV,PAR
17045,190017272,INSÍGNIA OMBRO PLATINA 1T-QT-CONV,PAR
17050,190017273,INSÍGNIA OMBRO PLATINA CT-QT-CONV,PAR
17055,190017276,INSÍGNIA OMBRO PLATINA 2T-S SM-CONV,PAR
17058,190018009,INSÍGNIA OMBRO AGASALHO AZUL 1T-QT-CONV,PAR
17060,190018010,INSÍGNIA OMBRO AGASALHO AZUL CMG-CN,PAR
17061,190018011,INSÍGNIA OMBRO AGASALHO AZUL GM-QT-CONV,PAR
17062,190018013,INSÍGNIA OMBRO AGASALHO AZUL 1T-CN-CONV,PAR
17063,190018017,INSÍGNIA OMBRO AGASALHO AZUL 2T-QC-CA-CONV,PAR
17064,BR3049819,RELE TERMICO,UNIDADE
17070,190017731,INSÍGNIA OMBRO AGASALHO AZUL CC-CA,PAR
17071,190017732,INSÍGNIA OMBRO AGASALHO AZUL 1T-MD,PAR
17073,190019589,DISJUNTOR,UNIDADE
17075,190017854,INSÍGNIA PUNHO ALTE-ESQ-FN,PAR
17076,190019592,DISJUNTOR,UNIDADE
17078,190018146,PA BOLO TIPO 1,UNIDADE
17085,190017822,TECIDO POL/ALGODÃO CAMUFLADO,METRO
17095,190017825,INSÍGNIA GOLA DIST SO-MG,UNIDADE
17100,190017826,INSÍGNIA OMBRO PLATINA CMG-FN,PAR
17101,190020762,CONECTOR POTENCIA,UNIDADE
17109,190016840,DISTINTIVO BORDADO PUNHO SO-ES,PAR
17110,190019015,CAMISA BEGE M/M (BOLSO RETO) 1,UNIDADE
17113,190019018,CAMISA BEGE M/M (BOLSO RETO) 4,UNIDADE
17116,190019019,CAMISA BEGE M/M (BOLSO RETO) 5,UNIDADE
17118,190018672,CONTATOR AUXILIAR,UNIDADE
17120,190017315,INSÍGNIA OMBRO AGASALHO AZUL 2T-MD,PAR
17121,190017337,INSÍGNIA OMBRO AGASALHO AZUL CT-IM,PAR
17124,190018019,INSÍGNIA OMBRO AGASALHO AZUL AE-FN,PAR
17125,190018020,INSÍGNIA OMBRO AGASALHO AZUL CA-FN,PAR
17126,190018021,INSÍGNIA OMBRO AGASALHO AZUL VA-FN,PAR
17127,190018026,ENVELOPE PARDO 162 X 229 MM,CENTENA
17130,190019187,SENSOR TEMPERATURA,UNIDADE
17134,190019188,SENSOR TEMPERATURA,UNIDADE
17136,190019189,MOSTRADOR ANALÓGIO DE ROTAÇÃO,UNIDADE
17138,190019190,SENSOR TEMPERATURA,UNIDADE
17140,190018032,INSÍGNIA OMBRO AGASALHO AZUL CA-IM,PAR
17142,190018034,INSÍGNIA OMBRO AGASALHO AZUL 1T-QC-IM,PAR
17144,190017566,FIVELA DOURADA FIADOR ALTE,UNIDADE
17146,190017569,INSÍGNIA GOLA DIST CT-CA,UNIDADE
17152,190017570,INSÍGNIA GOLA DIST CT,UNIDADE
17155,190017572,INSÍGNIA GOLA DIST 2T,UNIDADE
17160,190017313,INSÍGNIA GOLA DIST SO-CT,UNIDADE
17163,190017314,INSÍGNIA OMBRO PLATINA SO-ET,PAR
17165,190017317,PÊRA PARA FIADOR,UNIDADE
17167,190017329,INSÍGNIA OMBRO PLATINA CN-1 ANO,PAR
17172,190017330,INSÍGNIA OMBRO PLATINA CN-2 ANO,PAR
17177,190021060,RETENTOR,UNIDADE
17179,190021061,JUNTA,UNIDADE
17180,190021062,JUNTA,UNIDADE
17181,190021063,JUNTA,UNIDADE
17182,190021064,ANEL O,UNIDADE
17183,190016773,INSÍGNIA OMBRO AGASALHO AZUL CA-CA,PAR
17186,190018258,INSÍGNIA OMBRO AGASALHO AZUL GM-EN-CONV,PAR
17195,190021072,JUNTA,UNIDADE
17196,190019361,JUNTA,UNIDADE
17197,190019363,JUNTA,UNIDADE
17198,190019364,JUNTA,UNIDADE
17199,190019387,DIAFRAGMA ATUADOR VALVULA,UNIDADE
17200,190019390,GAXETA,UNIDADE
17201,190019391,"PAPELAO HIDRAULICO S12123/32""",FOLHA
17204,190019392,MANCAL,UNIDADE
17206,190019393,ANEL INTERNO BI-PARTIDO,UNIDADE
17208,190019394,ANEL RETENCAO,UNIDADE
17210,190020363,CAMIONETA TRANSPORTE PASSAGEIROS,UNIDADE
17227,190018260,INSÍGNIA OMBRO AGASALHO AZUL SO-MG,PAR
17228,190018263,INSÍGNIA OMBRO AGASALHO AZUL 1T-MD-CONV,PAR
17231,190019139,CONTATOR AUXILIAR,UNIDADE
17236,190019395,JUNTA,UNIDADE
17238,190019396,FERRAMENTAS,JOGO
17239,190017725,INSÍGNIA OMBRO PLATINA SO-MR,PAR
17244,190017730,INSÍGNIA OMBRO PLATINA GM-MD SM-CONV,PAR
17245,190018692,INSÍGNIA OMBRO AGASALHO AZUL GM-CD-CONV,PAR
17247,190018694,INSÍGNIA OMBRO AGASALHO AZUL SO-AD,PAR
17248,190018695,INSÍGNIA OMBRO AGASALHO AZUL SO-EF,PAR
17251,190018980,CAPA PRONTUÁRIO MÉDICO (PMI),UNIDADE
17254,190019281,ANEL RETENCAO,UNIDADE
17256,190019282,ANEL RETENCAO,DUZENTOS E CINQUENTA
17257,190019283,AMORTECEDOR VIBRACAO,UNIDADE
17258,190019284,AMORTECEDDOR VIBRACAO,UNIDADE
17259,190018556,CHAPA ALUMÍNIO PARA PLATINA,PAR
17281,BR3008223,MANOMETRO,UNIDADE
17282,190019593,DISJUNTOR,UNIDADE
17284,190019594,DISJUNTOR,UNIDADE
17286,190018857,TINTA ACABAMENTO POLIURETANO AZUL,GALAO
17296,190018274,SOLVENTE TINTA POLIURETANO ALIFATICO,LATA
17315,190018558,DÓLMÃ GARANÇA MÉDIO SG/CB/SD 42 E CALÇA,UNIDADE
17317,190018559,CASACO MEIO-CHEMISIER AZUL-FERR (PANAMÁ) 38,UNIDADE
17318,190018567,DÓLMÃ GARANÇA MÉDIO OF/SO 58 E CALÇA,UNIDADE
17320,190018576,DÓLMÃ GARANÇA MÉDIO SG/CB/SD 56 E CALÇA,UNIDADE
17321,190018578,DÓLMÃ GARANÇA MÉDIO SG/CB/SD 60 E CALÇA,UNIDADE
17323,190018497,PALMILHA TÉRMICA 40,PAR
17324,190018503,CRACHÁ BONÉ SO FEM,UNIDADE
17325,190018504,CRACHÁ BONÉ OF FEM,UNIDADE
17328,190018511,LINHA DE ALGODÃO TRANÇADA (8 MM),QUILOGRAMA
17329,190018512,LINHA DE ALGODÃO TRANÇADA (10 MM),QUILOGRAMA
17333,190018513,LINHA DE ALGODÃO TRANÇADA (5 MM),QUILOGRAMA
17343,190023899,MERLIM BRANCO,QUILOGRAMA
17351,190017277,INSÍGNIA OMBRO PLATINA SO-ME,PAR
17352,190017278,INSÍGNIA OMBRO PLATINA CT-CN-CONV,PAR
17353,190017279,INSÍGNIA OMBRO PLATINA SO-SI,PAR
17354,190017280,INSÍGNIA OMBRO PLATINA GM-AA,PAR
17355,190017283,INSÍGNIA OMBRO PLATINA 1T-QC-CA CONV,PAR
17357,190017284,INSÍGNIA OMBRO PLATINA 1T-QC-FN-CONV,PAR
17372,190017867,INSÍGNIA OMBRO PLATINA CMG-CA,PAR
17377,190017868,INSÍGNIA OMBRO PLATINA CF-CA,PAR
17382,190017419,CALÇA FEM AZUL-MESCLA 36,UNIDADE
17383,190017421,CALÇA FEM AZUL-MESCLA 40,UNIDADE
17384,190017424,CALÇA FEM AZUL-MESCLA 46,UNIDADE
17387,190017425,CALÇA FEM AZUL-MESCLA 48,UNIDADE
17390,190019625,DISJUNTOR,UNIDADE
17392,190019627,DISJUNTOR,UNIDADE
17394,190019628,DISJUNTOR,UNIDADE
17396,190016878,CAMISA DE COLISÃO LONA DE ALGODÃO ALVEJADA (NR 8),METRO
17397,190018310,CADARÇO AZUL P/TALIM S/FRISO 20MM,METRO
17399,190018317,INSÍGNIA OMBRO AGASALHO AZUL SO-DT,PAR
17400,190018323,ROLO PINTURA LA SINTETICA 23 CM,UNIDADE
17402,190018326,MACA DE LONA NEIL ROBERTSON,UNIDADE
17405,190017287,INSÍGNIA OMBRO PLATINA 1T-QC-IM-CONV,PAR
17407,190017288,INSÍGNIA OMBRO PLATINA CT-QC-CA-CONV,PAR
17408,190017289,INSÍGNIA OMBRO PLATINA 1T-MD SM-CONV,PAR
17410,190017290,INSÍGNIA OMBRO AGASALHO AZUL SO-AR,PAR
17412,190017292,INSÍGNIA OMBRO PLATINA 2T-CA,PAR
17416,190017296,INSÍGNIA OMBRO PLATINA CF-EN,PAR
17418,190017297,INSÍGNIA OMBRO AGASALHO AZUL CA-MD,PAR
17419,190017319,CINTO PARADA AZUL E BRANCO,UNIDADE
17420,190017551,ROLO ESPUMA 15CM,UNIDADE
17427,190017919,INSÍGNIA GOLA DIST SO-AD,UNIDADE
17433,190017654,INSÍGNIA OMBRO PLATINA SO-BA,PAR
17436,190017655,INSÍGNIA OMBRO PLATINA SO-CA,PAR
17437,190017656,INSÍGNIA OMBRO PLATINA SO-EF,PAR
17440,190017657,INSÍGNIA OMBRO PLATINA SO-EP,PAR
17443,190017658,INSÍGNIA GOLA DIST SO-AR,UNIDADE
17447,190017659,INSÍGNIA GOLA DIST GM-CA,UNIDADE
17453,190017660,INSÍGNIA PUNHO GM-CA,PAR
17456,190017661,LUVA MARROM M,PAR
17460,190017426,CALÇA FEM AZUL-MESCLA 50,UNIDADE
17463,190017432,LUVA MARROM GG,PAR
17465,190018989,LINHA DE NYLON TRANÇADO (2 MM) PARA FUZIL LANÇA RETINIDA,BOBINA
17473,190019256,TERMOMETRO,UNIDADE
17475,190019257,TERMOMETRO,UNIDADE
17476,190019258,CHAVE PRESSAO,UNIDADE
17477,190018266,INSÍGNIA OMBRO AGASALHO AZUL CC-CD,PAR
17478,190017686,CONJUNTO ESPORTIVO MB PR P,UNIDADE
17480,190017710,INSÍGNIA GOLA DIST QC-IM,UNIDADE
17485,190018328,DÓLMÃ PARA SERVIR M/M 44,UNIDADE
17489,190018329,DÓLMÃ PARA SERVIR M/M 48,UNIDADE
17493,190018330,DÓLMÃ PARA SERVIR M/M 52,UNIDADE
17496,190018331,DÓLMÃ PARA SERVIR M/M 50,UNIDADE
17497,190018332,DÓLMÃ PARA SERVIR M/M 58,UNIDADE
17500,190018198,LIVRO PARA REGISTRO DE LICENCIADOS,UNIDADE
17501,190018200,LIVRO DE PORTALO,UNIDADE
17502,190019298,MANCAL,UNIDADE
17504,190019299,MANCAL,UNIDADE
17506,190019300,MANCAL,UNIDADE
17508,190019301,MANCAL,UNIDADE
17510,190019302,MANCAL,UNIDADE
17517,190018336,GORRO CINZA 59 (100%POL),UNIDADE
17523,190018337,GORRO CINZA 60 (100%POL),UNIDADE
17526,190018339,CALÇA CINZA 36 (100%POL),UNIDADE
17530,190018340,CALÇA CINZA 38 (100%POL),UNIDADE
17537,190018225,INSÍGNIA OMBRO AGASALHO AZUL CMG-QT,PAR
17538,190018226,LIVRO REGISTRO DE VIATURA,UNIDADE
17539,190018229,INSÍGNIA OMBRO AGASALHO AZUL 1T-QT,PAR
17540,190018231,DISTINTIVO BORDADO PUNHO CN(CAPELAO NAVAL),PAR
17543,190017662,GORRO PRETO EFOMM,UNIDADE
17546,190017663,INSÍGNIA GOLA DIST SO-AM/AT,UNIDADE
17551,190017664,INSÍGNIA GOLA DIST SO-DT,UNIDADE
17555,190017832,CONJUNTO ESPORTIVO MB PR G,UNIDADE
17559,190017837,CONJUNTO ESPORTIVO MB PR GG,UNIDADE
17564,190017384,"LUVA BRANCA TAM. 7,0 CM.",PAR
17566,190017385,"LUVA BRANCA TAM. 7,5 CM.",PAR
17568,190017386,"LUVA BRANCA TAM. 8,0 CM.",PAR
17571,190018103,OLEO LUBRIFICANTE MOTOR,FRASCO
17574,190017711,INSÍGNIA GOLA DIST AA,UNIDADE
17578,190017712,INSÍGNIA GOLA DIST SO-BA,UNIDADE
17581,190017713,INSÍGNIA GOLA DIST SO-CN,UNIDADE
17584,190017714,INSÍGNIA GOLA DIST SO-CP,UNIDADE
17587,190017715,INSÍGNIA GOLA DIST SO-EF,UNIDADE
17593,190017720,INSÍGNIA GOLA DIST SO-ET,UNIDADE
17598,190017721,INSÍGNIA OMBRO PLATINA SO-HN,PAR
17599,190017722,INSÍGNIA OMBRO PLATINA SO-IF,PAR
17604,190017723,INSÍGNIA OMBRO PLATINA SO-MC,PAR
17606,190017724,INSÍGNIA OMBRO PLATINA SO-MO,PAR
17607,190019303,MANCAL,UNIDADE
17609,190019304,ANEL ESPAÇADOR CALANDRADO,UNIDADE
17611,190019305,ANEL O,UNIDADE
17612,190019306,BORRACHA VEDACAO,UNIDADE
17613,190019307,ANEL RETENCAO,UNIDADE
17614,190019308,MANCAL AXIAL ENCOSTO,UNIDADE
17615,190019309,MANCAL AXIAL ENCOSTO,UNIDADE
17616,190019310,MANCAL AXIAL ENCOSTO,UNIDADE
17617,190019311,SPATA FREIO,UNIDADE
17618,190019285,JUNTA,UNIDADE
17619,190018645,COLHER DE SALADA TIPO 1,UNIDADE
17620,190018455,FIVELA PONTEIRA P/ CINTO CHEMISIER,UNIDADE
17621,190018457,FIVELA C/ FECHO P/ TALIM 40 MM,UNIDADE
17624,190018461,CAPA CADERNETA-REGISTRO OFICIAIS,UNIDADE
17630,190018462,CAPA CADERNETA-REGISTRO PRACAS,UNIDADE
17634,190019100,GORRO BRANCO CFN 54 (100%POL),UNIDADE
17637,190019101,GORRO BRANCO CFN 55 (100%POL),UNIDADE
17639,190019111,JAQUETÃO AZUL SOB MEDIDA E CALÇA,UNIDADE
17645,190019104,GORRO BRANCO CFN 58 (100%POL),UNIDADE
17650,190018110,"CART PLAST 18,6 BALA BOR",UNIDADE
17653,190018111,"CART PLAST 18,6 MM 3 PRJ BOR",UNIDADE
17656,190018108,FLUIDO HIDRAULICO BASE PETROLEO,BALDE
17665,190018358,SAIA CINZA 52,UNIDADE
17672,190018220,COLCHETE METAL 12 MM,UNIDADE
17678,190017440,CALÇA FEM AZUL-MESCLA 52,UNIDADE
17679,190018995,CALÇA FEM AZUL-MESCLA 54,UNIDADE
17680,190011876,CALÇA AZUL-MESCLA 50,UNIDADE
17684,190019260,CHAVE PRESSAO,UNIDADE
17685,190019261,CHAVE PRESSAO,UNIDADE
17686,190019262,CHAVE PRESSAO,UNIDADE
17687,190019263,ANEL RETENÇAO,UNIDADE
17690,190019264,JUNTA,UNIDADE
17693,190019265,JUNTA,UNIDADE
17695,190019266,JUNTA,UNIDADE
17696,190017744,GANDOLA AZUL-FERRETE (PANAMÁ) 2,UNIDADE
17701,190017747,INSÍGNIA OMBRO AGASALHO AZUL SO-CA,PAR
17702,190017749,INSÍGNIA OMBRO AGASALHO AZUL SO-CO,PAR
17703,190017752,GRAVATA FEMININA,UNIDADE
17706,190017754,INSÍGNIA OMBRO AGASALHO AZUL 2T-CD-CONV,PAR
17708,190017757,INSÍGNIA PUNHO SO,PAR
17711,190017758,INSÍGNIA GOLA DIST SO-CS,UNIDADE
17714,190017759,INSÍGNIA GOLA DIST SO-CA,UNIDADE
17717,190017760,INSÍGNIA GOLA DIST SO-CI,UNIDADE
17721,190017761,INSÍGNIA GOLA DIST SO-CO,UNIDADE
17725,190017763,INSÍGNIA OMBRO AGASALHO AZUL GM-MD-CONV,PAR
17727,190018341,CALÇA CINZA 40 (100%POL),UNIDADE
17729,190017593,INSÍGNIA OMBRO PLATINA SO-CO,PAR
17731,190017595,INSÍGNIA OMBRO PLATINA SO-CT,PAR
17735,190017596,INSÍGNIA OMBRO PLATINA SO-DT,PAR
17738,190017597,INSÍGNIA OMBRO PLATINA SO-EG,PAR
17742,190017495,GANDOLA AZUL-FERRETE (PANAMÁ) 1,UNIDADE
17747,190017626,"CUNHA MADEIRA 3,8X5,1X45,7CM (1 1/2X2X18 POL)",UNIDADE
17748,190017957,INSÍGNIA OMBRO PLATINA 1T-QC-FN,PAR
17751,190019590,DISJUNTOR,UNIDADE
17755,190019591,DISJUNTOR,UNIDADE
17759,012254674,"SUTURA CIRÚRGICA SINTÉTICA TRANÇADA TINGIDA ESTÉRIL ABSORVÍVEL POLIGLACTINA 0, 70 CM,  AG. 1/2 CIRC. CILINDRICA 4.0 CM.",UNIDADE
17760,190012427,CALÇA FEM BRANCA 42 (100%POL),UNIDADE
17762,190012429,CALÇA FEM BRANCA 46 (100%POL),UNIDADE
17764,190017293,INSÍGNIA OMBRO PLATINA 2T-QT SM CONV,PAR
17767,190018109,TINTA ACABAMENTO EPOX POLIAMIDA,GALAO
17772,190019267,ANEL RETENÇAO,UNIDADE
17774,190019273,JUNTA,UNIDADE
17776,190019274,JUNTA,UNIDADE
